glottocode,name,isocodes,level,macroarea,latitude,longitude
ampa1238,Ampari Dogon,aqd,language,Africa,14.15,-3.55
ampe1238,Ampezzano,,dialect,Eurasia,,
ampi1237,Ampibabo,,dialect,Papunesia,,
amra1237,Amravati,,dialect,Eurasia,,
amri1238,Amri Karbi,ajz,language,Eurasia,26.024,91.482
amto1250,Amto,amt,language,Papunesia,-4.12165,141.339
amuu1238,Amu,,dialect,Africa,,
amub1238,Amubre-Katsi,,dialect,North America,,
amug1239,Amugen,,dialect,Papunesia,,
amun1244,Amun,,dialect,Papunesia,,
amun1246,Amundava,adw,language,South America,-9.04023,-62.3064
amun1245,Amung,,dialect,Papunesia,,
amur1242,Amur,,dialect,Eurasia,,
amar1271,Amurdak,amg,language,Australia,-11.9876,132.878
amur1243,Amuru,,dialect,Africa,,
anaa1238,Anaang,anw,language,Africa,4.94832,7.57969
anak1240,Anakalangu,akg,language,Papunesia,-9.63425,119.605
anak1241,Anaktuvik Pass Inupiatun,,dialect,North America,,
anal1239,Anal,anm,language,Eurasia,24.0506,94.2806
anam1247,Anam,pda,language,Papunesia,-4.68869,145.051
anam1249,Anambé,aan,language,South America,-2.71119,-49.303
anam1248,Anamuxra,imi,language,Papunesia,-4.63762,144.991
anan1238,Ananjubi,,dialect,Africa,,
anar1241,Anarak,,dialect,Eurasia,,
anar1243,Anarya,,dialect,Eurasia,,
anas1239,Anasi,bpo,language,Papunesia,-1.73908,137.716
anat1248,Ana Tinga Dogon,dti,language,Africa,14.6669,-3.1168
anat1252,Anatolia,,dialect,Eurasia,,
anat1256,Anatolian Cluster,,dialect,Eurasia,,
anat1247,Anatri,,dialect,Eurasia,,
anau1242,Anauli,,dialect,Eurasia,,
anau1243,Anauyá,,language,South America,,
anca1236,Áncá,acb,language,Africa,6.66524,11.1087
anca1243,Ancalong Kutai,,dialect,Papunesia,,
anch1238,Anchix,,dialect,Eurasia,,
anci1242,Ancient Greek,grc,language,Eurasia,39.8155,21.9129
anci1244,Ancient Hebrew,hbo,language,Eurasia,31.7761,35.1725
anci1248,Ancient Ligurian,,language,Eurasia,,
anci1245,Ancient North Arabian,xna,language,Eurasia,,
ancu1238,Ancux,,dialect,Eurasia,,
anda1282,Andadjin,,dialect,Australia,,
anda1285,Andahuaylas,,dialect,South America,,
anda1283,Andai,afd,language,Papunesia,-4.96449,143.637
anda1281,Andalal-Gxdatl,,dialect,Eurasia,,
anda1279,Andalusian,,dialect,Eurasia,,
anda1287,Andalusian Arabic,xaa,language,Eurasia,,
anda1280,Andaman Creole Hindi,hca,language,Papunesia,11.676,92.738
anda1286,Andaqui,ana,language,South America,2.74999,-76.0
anda1284,Andarum,aod,language,Papunesia,-4.48734,144.767
ande1246,Ande,,dialect,Eurasia,,
ande1247,Andegerebinha,adg,language,Australia,-22.51278,137.3515
ande1248,Andelale,,dialect,Papunesia,,
andh1242,Andh,anr,language,Eurasia,19.4734,77.7156
andh1241,Andhra Pradesh Lamani,,dialect,Eurasia,,
andi1255,Andi,ani,language,Eurasia,42.8078,46.2919
andi1253,Andimeshki,,dialect,Eurasia,,
andi1256,Andinai,,dialect,Africa,,
andi1257,Andio,bzb,language,Papunesia,-0.88368,123.174
ando1255,Andoa,anb,language,South America,-3.29664,-76.6056
ando1256,Andoque,ano,language,South America,-0.53751,-72.0869
ando1254,Andoquero,,language,South America,-0.666992,-72.310867
andr1248,Andra-Hus,anx,language,Papunesia,-2.05894,147.085
andr1247,Andri,,dialect,Africa,,
andr1246,Andro,,language,Eurasia,24.754303,94.033796
anei1239,Aneityum,aty,language,Papunesia,-20.1864,169.825
anek1238,|Anekwe,,dialect,Africa,,
anem1249,Anem,anz,language,Papunesia,-5.54836,148.993
anem1248,Aneme Wake,aby,language,Papunesia,-9.75911,148.479
aneu1237,Aneuk Jamee,,dialect,Papunesia,,
anex1238,Anexo,,dialect,Africa,,
anfi1235,Anfillo,myo,language,Africa,8.568,34.647
anga1290,Angaataha,agm,language,Papunesia,-7.15012,146.352
anga1316,Angaité,aqt,language,South America,,
anga1293,Angal,age,language,Papunesia,-6.0127,143.592
anga1294,Angal Enen,aoe,language,Papunesia,-6.23296,143.583
anga1292,Angal Heneng,akh,language,Papunesia,-6.13347,143.478
anga1288,Angami Naga,njm,language,Eurasia,25.6841,93.8668
anga1315,Angami Naga Sign Language,,language,North America,,
ange1244,Angevin,,dialect,Eurasia,,
angg1238,Anggamuthi,,language,Australia,,
angg1239,Angguruk Yali,yli,language,Papunesia,-4.0836,139.457
angi1238,Angika,anp,language,Eurasia,26.0047,85.534
angk1247,Angkiyakmin,,dialect,Papunesia,,
angl1263,Anglat Agta,,dialect,Papunesia,,
angl1262,Anglo,,dialect,Africa,,
angl1258,Anglo-Norman,xno,dialect,,,
angl1239,Angloromani,rme,language,North America,39.0,-78.0
angl1242,Anglo-Saxon Monastic Sign Language,,dialect,,,
ango1258,Angolar,aoa,language,Africa,0.11438,6.59486
ango1253,Angole,,dialect,Africa,,
ango1254,Angor,agg,language,Papunesia,-3.7167,141.199
ango1255,Angoram,aog,language,Papunesia,-4.07758,144.028
ango1257,Angosturas Tunebo,tnd,language,South America,6.54198,-71.9212
ango1256,Angotero,,dialect,South America,,
angp1238,Angphang,,dialect,Eurasia,,
angu1242,Anguthimri,awg,language,Australia,,
angw1242,Angwe,,dialect,Africa,,
angw1241,Angwe (Batu),,dialect,Africa,,
anha1238,Anhaqui,,dialect,Africa,,
anha1242,Anhar,,dialect,Eurasia,,
anhi1238,Anhil,,dialect,Eurasia,,
anii1247,||Ani,,dialect,Africa,,
anii1246,//Ani,hnh,language,Africa,-19.0966,22.9088
anii1245,Anii,blo,language,Africa,9.11127,1.60169
anim1239,Animere,anf,language,Africa,7.60385,0.41962
anin1240,Anindilyakwa,aoi,language,Australia,-13.99904,136.6415
anin1241,Anini-Y,,dialect,Papunesia,,
anio1238,Aniocha,,dialect,Africa,,
anip1235,Ani Phowa,ypn,language,Eurasia,23.591,103.733
anir1237,Anir,,dialect,Papunesia,,
aniw1237,Aniwa,,dialect,Papunesia,,
aniz1234,Anizah of the Syrian desert,,dialect,,,
anja1238,Anjam,boj,language,Papunesia,-5.45899,145.717
anju1241,Anjuski,,dialect,Eurasia,,
anka1245,Anka,,dialect,Africa,,
anka1247,Ankai,,dialect,Papunesia,,
anka1246,Ankave,aak,language,Papunesia,-7.19444,145.754
ankp1238,Ankpa,,dialect,Africa,,
anma1239,Anmatyerre,amx,language,Australia,-22.2853,133.286
fada1250,Annobonese,fab,language,Africa,-1.43033,5.61879
anoo1238,Ano,,dialect,Africa,,
anor1241,Anor,anj,language,Papunesia,-4.98449,144.801
anse1238,Anserma,ans,language,South America,6.24999,-76.05
ansu1237,Ansus,and,language,Papunesia,-1.7543,135.866
anta1254,Anta,,dialect,Papunesia,,
anta1256,Antabamba,,dialect,South America,,
anta1257,Antabamba (Arequipa-La Union Quechua),,dialect,South America,,
anta1253,Antakarinya,ant,language,Australia,-27.1152,134.838
wara1294,Anta-Komnzo-Wára-Wérè-Kémä,tci,language,Papunesia,-8.64917,141.52
anta1255,Antankarana Malagasy,xmv,language,Africa,-13.2164,49.2402
anta1252,Antarbedi,,dialect,Eurasia,,
ante1238,Antekerrepenh,,dialect,Australia,,
anti1245,Antigua and Barbuda Creole English,aig,language,North America,15.5531,-61.3156
anti1242,Antioquian,,language,South America,7.199341,-75.342236
antw1238,Antwerps,,dialect,Eurasia,,
anuu1241,Anu,anl,language,Eurasia,23.3394,98.5945
anua1242,Anuak,anu,language,Africa,7.57714,34.0267
anuf1239,Anufo,cko,language,Africa,10.2839,0.56021
anuu1242,Anu (Ghana),,dialect,Africa,,
anuk1239,Anuki,aui,language,Papunesia,-9.6692,149.822
anus1237,Anus,auq,language,Papunesia,-2.26271,139.502
anut1237,Anuta,aud,language,Papunesia,-11.61,169.85
anya1245,Anyama,,dialect,Africa,,
anya1244,Anyang,,dialect,Eurasia,,
anya1246,Anyang (Cameroon),,dialect,Africa,,
anyi1247,Anyi,,dialect,,28.84359,115.54773
anyi1245,Anyin,any,language,Africa,6.31781,-3.30532
anyi1244,Anyin Morofo,mtb,language,Africa,6.1627,-4.64232
anyx1238,Anykh,,dialect,Eurasia,,
anyu1238,Anyugba,,dialect,Africa,,
aohe1238,Aoheng,,dialect,,,
aohe1237,Aoheng-Seputan,pni,language,Papunesia,0.87404,114.127
aola1237,Aola,,dialect,Papunesia,,
aolu1238,Aoluguya,,dialect,Eurasia,,
aona1235,Ao Naga,njo,language,Eurasia,26.3241,94.3824
aore1237,Aore,aor,language,Papunesia,-15.5753,167.166
aota1239,Ao Tá,,dialect,Eurasia,,
aoua1234,A'ou,aou,language,Eurasia,26.8,105.85
aowi1238,Aowin,,dialect,Africa,,
apaa1238,Apa,,dialect,Africa,,
apah1238,Apahapsili,,dialect,Papunesia,,
apal1237,Apalachee,xap,language,North America,,
apal1257,Apalaí,apy,language,South America,1.49792,-54.7457
apal1256,Apali,ena,language,Papunesia,-5.1727,145.023
apal1255,Apalik,apo,language,Papunesia,-6.29002,149.96
apan1242,Apani,,dialect,Africa,,
apan1243,Apanjekra,,dialect,South America,,
apap1240,Apapocuva,,dialect,South America,,
apas1235,Apasco-Apoala Mixtec,mip,language,North America,17.6143,-97.0657
apat1240,Apatani,apt,language,Eurasia,27.1933,93.7284
apia1248,Apiaká,api,language,South America,-7.84711,-57.91
apia1247,Apiaka-Tocantins,,language,South America,-6.5,-49.771729
apia1246,Apiapum,,dialect,Africa,,
apin1244,Apinayé,apn,language,South America,-6.10774,-47.6315
apma1240,Apma,app,language,Papunesia,-15.8559,168.189
apma1241,Ap Ma,kbx,language,Papunesia,-4.35147,144.085
apmi1239,Apmisibil,,dialect,Papunesia,,
apoi1238,Apoi,,dialect,Africa,,
apol1242,Apolista,,language,South America,-14.83,-68.66
apol1241,Apolo,,dialect,South America,,
apon1238,Aponte Inga,,dialect,South America,,
apos1239,Apos,,dialect,Papunesia,,
apot1235,Apoto,,language,South America,,
apro1235,Aproumu Aizi,ahp,language,Africa,5.20273,-4.52192
apso1237,Apsokok,,dialect,Papunesia,,
apuc1241,A-Pucikwar,apq,language,Eurasia,12.241,92.7965
apuk1238,Apuk,,dialect,Africa,,
apok1238,Apuka,,dialect,Eurasia,,
apul1236,Apulia-Calabrian Greek,,language,Eurasia,,
apur1253,Apurí,,dialect,South America,,
apur1252,Apurí (Indonesia),,dialect,Papunesia,,
apur1254,Apurinã,apu,language,South America,-8.21692,-66.7714
aput1237,Aputai,apx,language,Papunesia,-7.84732,126.496
arab1267,Arabana,ard,language,Australia,-28.705,135.449
arab1268,Arabela,arl,language,South America,-1.96126,-75.0612
arab1265,Arabkir,,dialect,Eurasia,,
arac1235,Aracaju,,language,South America,,
arad1238,Aradhin,,dialect,Eurasia,,
araf1245,Arafundi-Enga Pidgin,,language,Papunesia,,
arag1245,Aragonese,arg,language,Eurasia,42.4669,-0.00919
arai1239,Araicu,,language,South America,-3.104315,-67.2052
arak1256,Arakanese,mhv,language,,,
arak1253,Arakan Manobo,,dialect,Papunesia,,
arak1252,Araki,akr,language,Papunesia,-15.632997,166.952542
arak1251,Araki (Iran),,dialect,Eurasia,,
arak1254,Arakwal,rkw,language,Australia,,
aral1244,Aralle,,dialect,Papunesia,,
aral1243,Aralle-Tabulahan,atq,language,Papunesia,-2.78397,119.319
aram1252,Aramanik,aam,language,Africa,-2.90656,37.3491
aram1254,Aramia River,,dialect,Papunesia,,
aram1253,Arammba,stk,language,Papunesia,-8.29593,141.445
aran1261,Aranadan,aaf,language,Eurasia,11.35252,75.79538
aran1265,Aranama,,language,North America,,
aran1237,Arandai,jbj,language,Papunesia,-2.08016,132.983
aran1260,Aranese,,dialect,Eurasia,,
aran1264,Arangka'a,,dialect,Papunesia,,
arao1248,Araona,aro,language,South America,-12.4242,-67.7293
arap1278,Aráp,,dialect,Eurasia,,
arap1274,Arapaho,arp,language,North America,43.3879,-108.81
arap1275,Arapaso,arj,language,South America,0.13727,-67.7282
arar1263,Ararapina,,dialect,South America,,
arar1265,Arara-Shawanawa,,dialect,South America,,
arar1264,Ararawa,,dialect,South America,,
aras1241,Arasairi,,dialect,South America,,
arau1254,Arau-Varosia,,dialect,Papunesia,,
arav1239,Arava,,dialect,Eurasia,,
arav1240,Aravia,,dialect,Papunesia,,
araw1280,Arawa,,dialect,Africa,,
araw1273,Araweté,awt,language,South America,-4.90246,-52.5001
araw1272,Arawum,awm,language,Papunesia,-5.52787,145.903
araz1236,Arazaire,,language,South America,-13.25,-70.8
arba1240,Arbanasi,,dialect,Eurasia,,
arbe1239,Arbel,,dialect,Eurasia,,
arbe1236,Arbëreshë Albanian,aae,language,Eurasia,38.911,16.7164
arbo1245,Arbore,arv,language,Africa,4.92183,36.7986
arbo1235,Arborense,,dialect,Eurasia,,
arca1234,Arcadocypriot,,dialect,,,
east2303,Archaic Finnish Swedish,,language,Eurasia,,
gutn1238,Archaic Gutnish,,language,Eurasia,,
arch1246,Archaic Norrlandic,,language,Eurasia,,
arch1244,Archi,aqc,language,Eurasia,42.3239,46.8267
aree1239,Are,mwc,language,Papunesia,-9.67147,149.999
area1240,'Are'are,alu,language,Papunesia,-9.20699,161.158
areb1238,Areba,aea,language,Australia,-16.63548,142.63107
arec1238,Arecuna,,dialect,South America,,
arem1240,Arem,aem,language,Eurasia,17.7672,105.928
areq1237,Arequipa-La Unión Quechua,qxu,language,South America,-15.1806,-72.6333
aret1240,Aret,,dialect,Eurasia,,
arew1238,Arewa,,dialect,Africa,,
arge1236,Argentine Sign Language,aed,language,South America,-34.797,-59.1798
argo1244,Argobba,agj,language,Africa,10.6596,39.756
argu1237,Arguni,agf,language,Papunesia,-2.645798,132.5556
arha1237,Arhâ,aqr,language,Papunesia,-21.2866,165.273
arhe1238,Arhe,,dialect,Africa,,
arho1237,Arhö,aok,language,Papunesia,-21.3183,165.161
arhu1242,Arhuaco,arh,language,South America,10.7018,-73.6363
arii1243,Ari,aac,language,Papunesia,-7.95526,142.4
arib1241,Aribwatsa,laz,language,Papunesia,-6.72266,146.991
arib1240,Aribwaung,ylu,language,Papunesia,-6.65252,146.919
arid1234,Arid-Washm-Sudair,,dialect,,,
arie1239,Ariégeois,,dialect,Eurasia,,
arif1240,Arifama,,dialect,Papunesia,,
arif1239,Arifama-Miniafia,aai,language,Papunesia,-9.15565,149.246
arig1248,Arigibi,,dialect,Papunesia,,
arig1246,Arigidi,aqg,language,Africa,7.56324,5.89556
arig1247,Arigidí,,dialect,Africa,,
arik1265,Arikapú,ark,language,South America,-12.4878,-62.7261
arik1262,Arikara,ari,language,North America,40.6473,-98.7158
arik1264,Arikem,ait,language,South America,-8.924,-63.742
arin1243,Arin,xrn,language,Eurasia,57.0,93.0
arin1244,Aringa,luc,language,Africa,3.56143,31.3071
ario1238,Ariom,,dialect,Papunesia,,
arii1244,Ari (Papua New Guinea),,dialect,Papunesia,,
arit1239,Aritinngitigh,dth,language,Australia,-12.50839255,142.138748
ariz1237,Arizona Tewa,,language,North America,35.836667,-110.381389
arka1238,Arkan Valley,,dialect,Papunesia,,
arli1238,Arlija,,dialect,Eurasia,,
arma1244,Arma,aoh,language,South America,2.03332,-76.0
arma1243,Arman,,dialect,Eurasia,,
arma1245,Armaneshti,,dialect,,,
nucl1235,Armenian,hye,language,Eurasia,40.0,45.0
arme1259,Armenian Sign Language,aen,language,Eurasia,40.1002,44.4767
torr1259,Aro,tei,language,Papunesia,-3.45292,142.622
arog1238,Arogbo,,dialect,Africa,,
aroh1238,Arohun,,dialect,Africa,,
arok1238,Arokaara,,dialect,Papunesia,,
arom1238,Aroma,,dialect,Papunesia,,
arom1237,Aromanian,rup,language,Eurasia,42.0646,22.6464
arop1244,Arop,,dialect,Papunesia,,
arop1243,Arop-Lokep,apr,language,Papunesia,-5.31671,147.103
arop1242,Arop-Sissano,aps,language,Papunesia,-3.06984,142.12
aros1241,Arosi,aia,language,Papunesia,-10.2441,161.432
fran1260,Arpitan,frp,language,Eurasia,45.8051,6.48152
arsi1238,Arsi,,dialect,Africa,,
arta1239,Arta,atz,language,Papunesia,16.4185,121.656
arto1238,Artois,,dialect,Eurasia,,
artv1238,Artvin,,dialect,Eurasia,,
arua1259,Arua,,dialect,Africa,,
arua1263,Aruá (Amazonas State),aru,language,South America,-5.5,-67.98
arua1260,Aruamu,msy,language,Papunesia,-4.28957,144.842
arua1264,Aruan,,language,South America,-0.608631,-50.123291
arua1261,Aruá (Rondonia State),arx,language,South America,-12.1186,-62.4357
arua1262,Aruáshi,,dialect,South America,,
arub1238,Aruba,,language,South America,,
arue1240,Aruek,aur,language,Papunesia,-3.37841,142.715
arug1238,Arughunya,,dialect,Africa,,
arum1243,Arumaka,,dialect,Papunesia,,
arum1242,Arumbi,,dialect,Africa,,
arup1240,Arupai,,dialect,South America,,
arus1243,Arusa,,dialect,Africa,,
arus1242,Arusha,,language,Africa,,
arus1241,Aruskush-Daqqushchu,,dialect,Eurasia,,
arut1243,Arut,,dialect,Papunesia,,
arut1244,Arutani,atx,language,South America,4.20057,-63.1202
arva1236,Arvanitika Albanian,aat,language,Eurasia,38.283,23.3703
arwa1237,Arwala,,dialect,Papunesia,,
arze1238,Arzeu,,dialect,Africa,,
asss1237,As,asz,language,Papunesia,-0.75267,131.728
asaa1238,Asa,,dialect,Africa,,
suar1238,Asabano,seo,language,Papunesia,-4.95072,141.978
asan1239,Asante,,dialect,Africa,,
asap1239,Asapa,,dialect,Papunesia,,
asar1240,Asaro'o,mtv,language,Papunesia,-5.68263,146.508
asas1240,Asas,asd,language,Papunesia,-5.69345,145.549
asba1238,Asbalmin,,dialect,Papunesia,,
asee1238,Ase,,dialect,Africa,,
aseb1238,Asebi,,dialect,Africa,,
asen1242,Asen,,dialect,Africa,,
asen1243,Asento,,dialect,Africa,,
aser1237,Asera,,dialect,Papunesia,,
asha1243,Asháninka,cni,language,South America,-11.9311,-73.9073
ashe1269,Ashe,ahs,language,Africa,9.36574,7.39443
ashe1270,Ashen,,dialect,Africa,,
ashe1273,Ashéninka Pajonal,cjo,language,South America,-10.7583,-74.2014
ashe1272,Ashéninka Perené,prq,language,South America,-10.9777,-74.9153
ashi1243,Ashing,,dialect,Eurasia,,
ashi1242,Ashiti,,dialect,Eurasia,,
ashk1247,Ashkaraua,,dialect,Eurasia,,
ashk1245,Ashkharik,,dialect,Eurasia,,
ashk1246,Ashkun,ask,language,Eurasia,34.84277,70.37453
asho1236,Asho Chin,csh,language,Eurasia,21.393,93.5069
ashr1238,Ashreti,,dialect,Eurasia,,
asht1244,Ashtiani,atn,language,Eurasia,37.7469,48.6808
asht1245,Ashtikulin,,dialect,Eurasia,,
ashu1243,Ashuku,,dialect,Africa,,
ashu1242,Ashuruveri,,dialect,Eurasia,,
asia1264,Asiaoro,,dialect,Papunesia,,
asif1237,Asifabad,,dialect,Eurasia,,
asil1242,Asilulu,asl,language,Papunesia,-3.67302,127.952
asko1238,Askopan,eiv,language,Papunesia,-6.22539,155.307
asoa1238,Asoa,asv,language,Africa,2.26818,26.7198
ason1245,Asong,,dialect,Eurasia,,
ason1246,Asonga,,dialect,Africa,,
ason1247,Asonga (Ngumbi),,dialect,Africa,,
aspr1238,Aspromonte,,dialect,Eurasia,,
assa1267,Assaikio,,dialect,Africa,,
assa1268,Assaka,,dialect,Africa,,
assa1263,Assamese,asm,language,Eurasia,26.0876,91.2932
assa1265,Assam Khamti,,dialect,Eurasia,,
assa1266,Assan,xss,language,Eurasia,56.0,94.0
assa1269,Assangori,sjg,language,Africa,13.9592,22.6393
asse1237,Assem,,dialect,Papunesia,,
assi1246,Assi,,dialect,Eurasia,,
assi1247,Assiniboine,asb,language,North America,49.2923,-106.068
assy1241,Assyrian Neo-Aramaic,aii,language,Eurasia,36.75,43.0
asta1240,Astara,,dialect,Eurasia,,
asto1243,Astor,,dialect,Eurasia,,
asto1242,Astori,,dialect,Eurasia,,
astr1245,Astrakhan Armenian,,dialect,Eurasia,,
astr1246,Astrakhan Tatar,,dialect,Eurasia,,
astu1245,Asturian,ast,language,Eurasia,42.4181,-6.02227
asue1235,Asue Awyu,psa,language,Papunesia,-5.98341,139.123
asum1237,Asumboa,aua,language,Papunesia,-11.2969,166.499
asun1236,Asunción Mixtepec Zapotec,zoo,language,North America,16.8762,-96.8704
asun1235,Asu (Nigeria),aum,language,Africa,10.0849,5.42081
asur1254,Asuri,asr,language,Eurasia,21.5721,83.4562
asut1235,Asu (Tanzania),asa,language,Africa,-4.17978,37.8323
ataa1240,Ata,atm,language,Papunesia,9.715,122.9
atab1238,Ataba,,dialect,Africa,,
atac1235,Atacame,,language,South America,0.834931,-79.778137
atak1252,Atakapa,aqp,language,North America,30.9121,-93.0827
atak1251,Atakat,,dialect,Africa,,
atak1250,Atakora Fulfulde,,dialect,Africa,,
atal1239,Atala,,dialect,Africa,,
atam1240,Ata Manobo,atd,language,Papunesia,7.7789,125.499
atam1239,Atampaya,amz,language,Australia,-11.0018,142.273
ataa1241,Ata (New Britain),,dialect,Papunesia,,
atar1237,Ataripoe,,dialect,Papunesia,,
atat1238,Atatláhuca Mixtec,mib,language,North America,17.07133,-97.67753
atay1247,Atayal,tay,language,Papunesia,24.5209,121.388
atch1238,Atchin,,dialect,Papunesia,,
ates1238,Atesino,,dialect,Eurasia,,
athe1238,Athens,,dialect,Eurasia,,
athi1234,Athima,,language,Australia,,
atho1238,Athoc,,dialect,Africa,,
athp1241,Athpariya,aph,language,Eurasia,26.8794,87.3296
atii1237,Ati,atk,language,Papunesia,11.1539,122.512
atik1240,Atikamekw,atj,language,North America,47.9555,-73.7989
atim1239,Atimelang,,dialect,Papunesia,,
atin1240,Atina,,dialect,Eurasia,,
atin1241,Atinggola,,dialect,Papunesia,,
atis1238,Atisa,,dialect,Africa,,
atit1238,Atitlín Mixe,,dialect,North America,,
atiu1237,Atiu,,dialect,Papunesia,,
atla1270,Atlacomulco-Temascalcingo,,dialect,South America,,
atla1271,Atlamajalcingo del Monte,,dialect,South America,,
atoh1238,Atohwaim,aqm,language,Papunesia,-6.27123,138.666
aton1242,Atong,ato,language,Africa,6.03539,9.72121
aton1241,Atong (India),aot,language,Eurasia,25.346508,90.658722
ator1244,Atorada,aox,language,South America,2.481,-60.286
ator1243,Atorai,,dialect,South America,,
atru1239,Atruahí,,dialect,South America,,
atru1243,Atrush,,dialect,Eurasia,,
atsa1242,Atsahuaca,atc,language,South America,-14.1666,-69.5
atsa1241,Atsam,cch,language,Africa,9.95914,8.48301
atsi1239,Atsilima,,dialect,Papunesia,,
atsu1245,Atsugewi,atw,language,North America,40.4271,-120.661
atta1243,Attapady Kurumba,pkr,language,Eurasia,,
atti1240,Attic,,dialect,,,
atti1239,Attié,ati,language,Africa,5.9977,-3.8209
atto1238,Attock Hindko,,dialect,Eurasia,,
atue1238,Atuence,atf,language,,,
atum1238,Atumfuor,,dialect,Africa,,
atzi1235,Atzingo Matlatzinca,ocu,language,North America,19.3871,-99.9239
auuu1241,Au,avt,language,Papunesia,-3.53277,142.105
auaa1241,Aua,,dialect,Papunesia,,
auaa1240,Aua (Pileni),,dialect,Papunesia,,
auch1238,Auchi,,dialect,Africa,,
auga1239,Auga,,dialect,Africa,,
augu1243,Augu,,dialect,Papunesia,,
augu1237,Augustinian Sign Language,,dialect,,,
auhe1237,'Auhelawa,kud,language,Papunesia,-10.0959,151.002
auia1238,Auia-Tarauwi,,dialect,Papunesia,,
ndyu1242,Aukan,djk,language,South America,4.3126,-54.6419
